NONCTLTRTSETID,PlantSpecies2018,FungalGenus2018,EMF_ORIGIN_TED,EMF_ORIGIN_ALT,Hoeksema2018,EXPERIMENTID,CTLTRTSETID,LASTNAME1,LASTNAME2,PAPERYEAR,JOURNALNAME,PAPERTITLE,PAPERDATASOURCENAME,EFFECTSIZE1,ESTVAR1,ESTVAR3,ctrl_mass,ctrl_reps,ctrl_sd,trt_mass,trt_reps,trt_sd,PlantFamily,PlantSpecies,PlantSpeciesMar2017,FungalGenus,PLANTLIFEHISTORY,FUNGROUP,NONMYCOCONTROL,NONMYCOCONTROL2,FERTP,FERTN,INOC.COMPLEXITY,STERILIZED,MYCORRHIZAETYPE,LOCATION,DOMESTICATED,Rua2016,Rua2017,Loc_Ad_appropriate,LA_Code,Plant_Lat,Plant_Long,Fung_Lat,Fung_Long,Soil_Lat,Soil_Long,AM_single_genus,EM_single_genus,Karst2018
331,callistephus_chinensis,sclerocystis,NA,NA,YES,9,333,Naik,Nalawadi,1995,Scientia Horticulturae,Field responses of China aster (Callistephus chinensis (L) Nees.) cv. 'Ostrich plume' to the inoculation of vesicular-arbuscular mycorrhizal fungi at different phosphorus levels,2004 Search,0.09531018,0.666666667,NA,30,3,NA,33,3,NA,asteraceae,callistephus_chinensis,NA,sclerocystis,annual_biennial,nonNforb,none,mics_not_added,Pno,Nyes,Single,STERno,AM,field,DOMESTICATED,NO,NO,YES,O,NA,NA,-45.859835,170.38689,15.489085,74.984262,YES,NO,NO
332,callistephus_chinensis,acaulospora,NA,NA,YES,9,333,Naik,Nalawadi,1995,Scientia Horticulturae,Field responses of China aster (Callistephus chinensis (L) Nees.) cv. 'Ostrich plume' to the inoculation of vesicular-arbuscular mycorrhizal fungi at different phosphorus levels,2004 Search,0.209720531,0.666666667,NA,30,3,NA,37,3,NA,asteraceae,callistephus_chinensis,NA,acaulospora,annual_biennial,nonNforb,none,mics_not_added,Pno,Nyes,Single,STERno,AM,field,DOMESTICATED,NO,NO,YES,O,NA,NA,-45.859835,170.38689,15.489085,74.984262,YES,NO,NO
334,callistephus_chinensis,gigaspora,NA,NA,YES,9,337,Naik,Nalawadi,1995,Scientia Horticulturae,Field responses of China aster (Callistephus chinensis (L) Nees.) cv. 'Ostrich plume' to the inoculation of vesicular-arbuscular mycorrhizal fungi at different phosphorus levels,2004 Search,0.392042088,0.666666667,NA,25,3,NA,37,3,NA,asteraceae,callistephus_chinensis,NA,gigaspora,annual_biennial,nonNforb,none,mics_not_added,Pno,Nyes,Single,STERno,AM,field,DOMESTICATED,NO,NO,YES,O,NA,NA,-45.859835,170.38689,15.489085,74.984262,YES,NO,NO
335,callistephus_chinensis,acaulospora,NA,NA,YES,9,337,Naik,Nalawadi,1995,Scientia Horticulturae,Field responses of China aster (Callistephus chinensis (L) Nees.) cv. 'Ostrich plume' to the inoculation of vesicular-arbuscular mycorrhizal fungi at different phosphorus levels,2004 Search,0.076961041,0.666666667,NA,25,3,NA,27,3,NA,asteraceae,callistephus_chinensis,NA,acaulospora,annual_biennial,nonNforb,none,mics_not_added,Pno,Nyes,Single,STERno,AM,field,DOMESTICATED,NO,NO,YES,O,NA,NA,-45.859835,170.38689,15.489085,74.984262,YES,NO,NO
336,callistephus_chinensis,sclerocystis,NA,NA,YES,9,337,Naik,Nalawadi,1995,Scientia Horticulturae,Field responses of China aster (Callistephus chinensis (L) Nees.) cv. 'Ostrich plume' to the inoculation of vesicular-arbuscular mycorrhizal fungi at different phosphorus levels,2004 Search,0.182321557,0.666666667,NA,25,3,NA,30,3,NA,asteraceae,callistephus_chinensis,NA,sclerocystis,annual_biennial,nonNforb,none,mics_not_added,Pno,Nyes,Single,STERno,AM,field,DOMESTICATED,NO,NO,YES,O,NA,NA,-45.859835,170.38689,15.489085,74.984262,YES,NO,NO
489,lactuca_sativa,rhizophagus,NA,NA,YES,78,487,Waterer,Coltman,1989,Plant and Soil,Response of lettuce to pre- and post-transplant phosphorus and pre-transplant inoculation with a VA-mycorrhizal fungus,2004 Search,0.130691413,0.166666667,NA,5.73,12,NA,6.53,12,NA,asteraceae,lactuca_sativa,NA,glomus,annual_biennial,nonNforb,microbial wash,microbes_added,Pno,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
490,lactuca_sativa,rhizophagus,NA,NA,YES,78,488,Waterer,Coltman,1989,Plant and Soil,Response of lettuce to pre- and post-transplant phosphorus and pre-transplant inoculation with a VA-mycorrhizal fungus,2004 Search,0.056856025,0.166666667,NA,7.35,12,NA,7.78,12,NA,asteraceae,lactuca_sativa,NA,glomus,annual_biennial,nonNforb,microbial wash,microbes_added,Pno,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
635,pisum_sativum,NA,NA,NA,YES,90,637,Gavito,Bruhn,2002,New Phytologist,Phosphorus uptake by arbuscular mycorrhizal hyphae does not increase when the host plant grows under atmospheric CO2 enrichment,2004 Search,0.139360262,0.4,NA,75.459,5,NA,86.743,5,NA,fabaceae,pisum_sativum,NA,NA,annual_biennial,Nfixforb,none,mics_not_added,Pno,Nyes,Multi,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO
636,pisum_sativum,NA,NA,NA,YES,90,637,Gavito,Bruhn,2002,New Phytologist,Phosphorus uptake by arbuscular mycorrhizal hyphae does not increase when the host plant grows under atmospheric CO2 enrichment,2004 Search,0.138587566,0.4,NA,75.459,5,NA,86.676,5,NA,fabaceae,pisum_sativum,NA,NA,annual_biennial,Nfixforb,none,mics_not_added,Pno,Nyes,Multi,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO
638,pisum_sativum,NA,NA,NA,YES,90,640,Gavito,Bruhn,2002,New Phytologist,Phosphorus uptake by arbuscular mycorrhizal hyphae does not increase when the host plant grows under atmospheric CO2 enrichment,2004 Search,-0.113423141,0.4,NA,73.265,5,NA,65.409,5,NA,fabaceae,pisum_sativum,NA,NA,annual_biennial,Nfixforb,none,mics_not_added,Pno,Nyes,Multi,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO
639,pisum_sativum,NA,NA,NA,YES,90,640,Gavito,Bruhn,2002,New Phytologist,Phosphorus uptake by arbuscular mycorrhizal hyphae does not increase when the host plant grows under atmospheric CO2 enrichment,2004 Search,-0.028295286,0.4,NA,73.265,5,NA,71.221,5,NA,fabaceae,pisum_sativum,NA,NA,annual_biennial,Nfixforb,none,mics_not_added,Pno,Nyes,Multi,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO
764,musa_acuminata,rhizophagus,NA,NA,YES,101,768,Jaizme-Vega,Rodriguez-Romero,2003,Plant and Soil,Growth of micropropagated bananas colonized by root-organ culture produced arbuscular mycorrhizal fungi entrapped in Ca- alginate beads.,2004 Search,0.639836451,0.25,NA,64.895,8,NA,123.052,8,NA,musaceae,musa_acuminata,NA,rhizoglomus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
765,musa_acuminata,rhizophagus,NA,NA,YES,101,768,Jaizme-Vega,Rodriguez-Romero,2003,Plant and Soil,Growth of micropropagated bananas colonized by root-organ culture produced arbuscular mycorrhizal fungi entrapped in Ca- alginate beads.,2004 Search,0.368682082,0.25,NA,64.895,8,NA,93.827,8,NA,musaceae,musa_acuminata,NA,rhizoglomus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
766,musa_acuminata,diversispora,NA,NA,YES,101,768,Jaizme-Vega,Rodriguez-Romero,2003,Plant and Soil,Growth of micropropagated bananas colonized by root-organ culture produced arbuscular mycorrhizal fungi entrapped in Ca- alginate beads.,2004 Search,0.666000291,0.25,NA,64.895,8,NA,126.314,8,NA,musaceae,musa_acuminata,NA,diversispora,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
801,acacia_platycarpa,rhizophagus,NA,NA,YES,104,802,Villenave,Leye,2003,Biology and Fertility of Soils,Nematofauna associated with exotic and native leguminous plant species in West Africa: effect of Glomus intraradices arbuscular mycorrhizal symbiosis,2004 Search,0.136575535,0.5,NA,410,4,NA,470,4,NA,fabaceae,acacia_platycarpa,NA,rhizoglomus,perennial,Nfixwood,other,microbes_added,Pno,Nno,Single,STERno,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
803,acacia_holosericea,rhizophagus,NA,NA,YES,105,804,Villenave,Leye,2003,Biology and Fertility of Soils,Nematofauna associated with exotic and native leguminous plant species in West Africa: effect of Glomus intraradices arbuscular mycorrhizal symbiosis,2004 Search,0.148845628,0.5,NA,810,4,NA,940,4,NA,fabaceae,acacia_holosericea,NA,rhizoglomus,perennial,Nfixwood,other,microbes_added,Pno,Nno,Single,STERno,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
805,acacia_sclerosperma,rhizophagus,NA,NA,YES,106,806,Villenave,Leye,2003,Biology and Fertility of Soils,Nematofauna associated with exotic and native leguminous plant species in West Africa: effect of Glomus intraradices arbuscular mycorrhizal symbiosis,2004 Search,-0.012578782,0.5,NA,1600,4,NA,1580,4,NA,fabaceae,acacia_sclerosperma,NA,rhizoglomus,perennial,Nfixwood,other,microbes_added,Pno,Nno,Single,STERno,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
807,acacia_monticola,rhizophagus,NA,NA,YES,107,808,Villenave,Leye,2003,Biology and Fertility of Soils,Nematofauna associated with exotic and native leguminous plant species in West Africa: effect of Glomus intraradices arbuscular mycorrhizal symbiosis,2004 Search,-0.336472237,0.5,NA,700,4,NA,500,4,NA,fabaceae,acacia_monticola,NA,rhizoglomus,perennial,Nfixwood,other,microbes_added,Pno,Nno,Single,STERno,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
809,faidherbia_albida,rhizophagus,NA,NA,YES,108,810,Villenave,Leye,2003,Biology and Fertility of Soils,Nematofauna associated with exotic and native leguminous plant species in West Africa: effect of Glomus intraradices arbuscular mycorrhizal symbiosis,2004 Search,-0.010000083,0.5,NA,2010,4,NA,1990,4,NA,fabaceae,faidherbia_albida,NA,rhizoglomus,perennial,Nfixwood,other,microbes_added,Pno,Nno,Single,STERno,AM,lab,FORAGECROP,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
811,acacia_nilotica,rhizophagus,NA,NA,YES,109,812,Villenave,Leye,2003,Biology and Fertility of Soils,Nematofauna associated with exotic and native leguminous plant species in West Africa: effect of Glomus intraradices arbuscular mycorrhizal symbiosis,2004 Search,0.133531393,0.5,NA,2100,4,NA,2400,4,NA,fabaceae,acacia_nilotica,NA,rhizoglomus,perennial,Nfixwood,other,microbes_added,Pno,Nno,Single,STERno,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
813,acacia_seyal,rhizophagus,NA,NA,YES,110,814,Villenave,Leye,2003,Biology and Fertility of Soils,Nematofauna associated with exotic and native leguminous plant species in West Africa: effect of Glomus intraradices arbuscular mycorrhizal symbiosis,2004 Search,0.226184608,0.5,NA,1970,4,NA,2470,4,NA,fabaceae,acacia_seyal,NA,rhizoglomus,perennial,Nfixwood,other,microbes_added,Pno,Nno,Single,STERno,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
815,sesbania_sericea,rhizophagus,NA,NA,YES,111,816,Villenave,Leye,2003,Biology and Fertility of Soils,Nematofauna associated with exotic and native leguminous plant species in West Africa: effect of Glomus intraradices arbuscular mycorrhizal symbiosis,2004 Search,0.496436886,0.5,NA,1120,4,NA,1840,4,NA,fabaceae,sesbania_sericea,NA,rhizoglomus,perennial,Nfixwood,other,microbes_added,Pno,Nno,Single,STERno,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
817,sesbania_sp,rhizophagus,NA,NA,YES,112,818,Villenave,Leye,2003,Biology and Fertility of Soils,Nematofauna associated with exotic and native leguminous plant species in West Africa: effect of Glomus intraradices arbuscular mycorrhizal symbiosis,2004 Search,-0.203598955,0.5,NA,760,4,NA,620,4,NA,fabaceae,sesbania_sp,NA,rhizoglomus,perennial,Nfixwood,other,microbes_added,Pno,Nno,Single,STERno,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,58.24,25.19,YES,NO,NO
819,sesbania_javanica,rhizophagus,NA,NA,YES,113,820,Villenave,Leye,2003,Biology and Fertility of Soils,Nematofauna associated with exotic and native leguminous plant species in West Africa: effect of Glomus intraradices arbuscular mycorrhizal symbiosis,2004 Search,-0.220893832,0.5,NA,1110,4,NA,890,4,NA,fabaceae,sesbania_javanica,NA,rhizoglomus,perennial,Nfixwood,other,microbes_added,Pno,Nno,Single,STERno,AM,lab,WILD,NO,NO,NO,NA,NA,NA,NA,NA,58.24,25.19,YES,NO,NO
837,eucalyptus_diversicolor,laccaria,18,17,YES,117,871,Dunstan,Malajczuk,1998,Plant and Soil,Effects of  bacteria on mycorrhizal development and growth of container grown  Eucalyptus  diversicolor F. Muell. seedlings ,2004 Search,-0.033901552,0.333333333,NA,60,6,NA,58,6,NA,myrtaceae,eucalyptus_diversicolor,eucalyptus_diversicolor,laccaria,perennial,nonNwood,other,microbes_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,YES,I,-32.487092,119.683714,-34.241839,116.145594,NA,NA,NO,YES,YES
838,eucalyptus_diversicolor,laccaria,18,17,YES,117,874,Dunstan,Malajczuk,1998,Plant and Soil,Effects of  bacteria on mycorrhizal development and growth of container grown  Eucalyptus  diversicolor F. Muell. seedlings ,2004 Search,-0.016529302,0.333333333,NA,61,6,NA,60,6,NA,myrtaceae,eucalyptus_diversicolor,eucalyptus_diversicolor,laccaria,perennial,nonNwood,other,microbes_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,YES,I,-32.487092,119.683714,-34.241839,116.145594,NA,NA,NO,YES,YES
839,eucalyptus_diversicolor,laccaria,18,17,YES,117,868,Dunstan,Malajczuk,1998,Plant and Soil,Effects of  bacteria on mycorrhizal development and growth of container grown  Eucalyptus  diversicolor F. Muell. seedlings ,2004 Search,0.255346692,0.333333333,NA,55,6,NA,71,6,NA,myrtaceae,eucalyptus_diversicolor,eucalyptus_diversicolor,laccaria,perennial,nonNwood,other,microbes_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,YES,I,-32.487092,119.683714,-34.241839,116.145594,NA,NA,NO,YES,YES
840,eucalyptus_diversicolor,laccaria,18,17,YES,117,868,Dunstan,Malajczuk,1998,Plant and Soil,Effects of  bacteria on mycorrhizal development and growth of container grown  Eucalyptus  diversicolor F. Muell. seedlings ,2004 Search,0.362114667,0.333333333,NA,55,6,NA,79,6,NA,myrtaceae,eucalyptus_diversicolor,eucalyptus_diversicolor,laccaria,perennial,nonNwood,other,microbes_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,YES,I,-32.487092,119.683714,-34.241839,116.145594,NA,NA,NO,YES,YES
841,eucalyptus_diversicolor,laccaria,18,17,YES,117,876,Dunstan,Malajczuk,1998,Plant and Soil,Effects of  bacteria on mycorrhizal development and growth of container grown  Eucalyptus  diversicolor F. Muell. seedlings ,2004 Search,-0.025317808,0.333333333,NA,80,6,NA,78,6,NA,myrtaceae,eucalyptus_diversicolor,eucalyptus_diversicolor,laccaria,perennial,nonNwood,other,microbes_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,YES,I,-32.487092,119.683714,-34.241839,116.145594,NA,NA,NO,YES,YES
842,eucalyptus_diversicolor,laccaria,18,17,YES,117,876,Dunstan,Malajczuk,1998,Plant and Soil,Effects of  bacteria on mycorrhizal development and growth of container grown  Eucalyptus  diversicolor F. Muell. seedlings ,2004 Search,-0.091567194,0.333333333,NA,80,6,NA,73,6,NA,myrtaceae,eucalyptus_diversicolor,eucalyptus_diversicolor,laccaria,perennial,nonNwood,other,microbes_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,YES,I,-32.487092,119.683714,43.804133,-120.5542,NA,NA,NO,YES,YES
843,eucalyptus_diversicolor,laccaria,18,17,YES,117,876,Dunstan,Malajczuk,1998,Plant and Soil,Effects of  bacteria on mycorrhizal development and growth of container grown  Eucalyptus  diversicolor F. Muell. seedlings ,2004 Search,0.233093882,0.333333333,NA,80,6,NA,101,6,NA,myrtaceae,eucalyptus_diversicolor,eucalyptus_diversicolor,laccaria,perennial,nonNwood,other,microbes_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,YES,I,-32.487092,119.683714,-34.241839,116.145594,NA,NA,NO,YES,YES
844,eucalyptus_diversicolor,laccaria,18,17,YES,117,869,Dunstan,Malajczuk,1998,Plant and Soil,Effects of  bacteria on mycorrhizal development and growth of container grown  Eucalyptus  diversicolor F. Muell. seedlings ,2004 Search,-0.503526321,0.333333333,NA,91,6,NA,55,6,NA,myrtaceae,eucalyptus_diversicolor,eucalyptus_diversicolor,laccaria,perennial,nonNwood,other,microbes_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,YES,I,-32.487092,119.683714,-34.241839,116.145594,NA,NA,NO,YES,YES
845,eucalyptus_diversicolor,laccaria,18,17,YES,117,871,Dunstan,Malajczuk,1998,Plant and Soil,Effects of  bacteria on mycorrhizal development and growth of container grown  Eucalyptus  diversicolor F. Muell. seedlings ,2004 Search,-0.033901552,0.333333333,NA,60,6,NA,58,6,NA,myrtaceae,eucalyptus_diversicolor,eucalyptus_diversicolor,laccaria,perennial,nonNwood,other,microbes_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,YES,I,-32.487092,119.683714,43.804133,-120.5542,NA,NA,NO,YES,YES
846,eucalyptus_diversicolor,laccaria,18,17,YES,117,868,Dunstan,Malajczuk,1998,Plant and Soil,Effects of  bacteria on mycorrhizal development and growth of container grown  Eucalyptus  diversicolor F. Muell. seedlings ,2004 Search,0.269332934,0.333333333,NA,55,6,NA,72,6,NA,myrtaceae,eucalyptus_diversicolor,eucalyptus_diversicolor,laccaria,perennial,nonNwood,other,microbes_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,YES,I,-32.487092,119.683714,43.804133,-120.5542,NA,NA,NO,YES,YES
847,eucalyptus_diversicolor,laccaria,18,17,YES,117,873,Dunstan,Malajczuk,1998,Plant and Soil,Effects of  bacteria on mycorrhizal development and growth of container grown  Eucalyptus  diversicolor F. Muell. seedlings ,2004 Search,-0.062520357,0.333333333,NA,66,6,NA,62,6,NA,myrtaceae,eucalyptus_diversicolor,eucalyptus_diversicolor,laccaria,perennial,nonNwood,other,microbes_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,YES,I,-32.487092,119.683714,-34.241839,116.145594,NA,NA,NO,YES,YES
848,eucalyptus_diversicolor,laccaria,18,17,YES,117,873,Dunstan,Malajczuk,1998,Plant and Soil,Effects of  bacteria on mycorrhizal development and growth of container grown  Eucalyptus  diversicolor F. Muell. seedlings ,2004 Search,0.044451763,0.333333333,NA,66,6,NA,69,6,NA,myrtaceae,eucalyptus_diversicolor,eucalyptus_diversicolor,laccaria,perennial,nonNwood,other,microbes_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,YES,I,-32.487092,119.683714,43.804133,-120.5542,NA,NA,NO,YES,YES
849,eucalyptus_diversicolor,laccaria,18,17,YES,117,873,Dunstan,Malajczuk,1998,Plant and Soil,Effects of  bacteria on mycorrhizal development and growth of container grown  Eucalyptus  diversicolor F. Muell. seedlings ,2004 Search,-0.219362828,0.333333333,NA,66,6,NA,53,6,NA,myrtaceae,eucalyptus_diversicolor,eucalyptus_diversicolor,laccaria,perennial,nonNwood,other,microbes_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,YES,I,-32.487092,119.683714,-34.241839,116.145594,NA,NA,NO,YES,YES
850,eucalyptus_diversicolor,laccaria,18,17,YES,117,872,Dunstan,Malajczuk,1998,Plant and Soil,Effects of  bacteria on mycorrhizal development and growth of container grown  Eucalyptus  diversicolor F. Muell. seedlings ,2004 Search,0.245834963,0.333333333,NA,61,6,NA,78,6,NA,myrtaceae,eucalyptus_diversicolor,eucalyptus_diversicolor,laccaria,perennial,nonNwood,other,microbes_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,YES,I,-32.487092,119.683714,-34.241839,116.145594,NA,NA,NO,YES,YES
851,eucalyptus_diversicolor,laccaria,18,17,YES,117,872,Dunstan,Malajczuk,1998,Plant and Soil,Effects of  bacteria on mycorrhizal development and growth of container grown  Eucalyptus  diversicolor F. Muell. seedlings ,2004 Search,0.399985642,0.333333333,NA,61,6,NA,91,6,NA,myrtaceae,eucalyptus_diversicolor,eucalyptus_diversicolor,laccaria,perennial,nonNwood,other,microbes_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,YES,I,-32.487092,119.683714,43.804133,-120.5542,NA,NA,NO,YES,YES
852,eucalyptus_diversicolor,laccaria,18,17,YES,117,872,Dunstan,Malajczuk,1998,Plant and Soil,Effects of  bacteria on mycorrhizal development and growth of container grown  Eucalyptus  diversicolor F. Muell. seedlings ,2004 Search,-0.159630146,0.333333333,NA,61,6,NA,52,6,NA,myrtaceae,eucalyptus_diversicolor,eucalyptus_diversicolor,laccaria,perennial,nonNwood,other,microbes_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,YES,I,-32.487092,119.683714,-34.241839,116.145594,NA,NA,NO,YES,YES
853,eucalyptus_diversicolor,laccaria,18,17,YES,117,871,Dunstan,Malajczuk,1998,Plant and Soil,Effects of  bacteria on mycorrhizal development and growth of container grown  Eucalyptus  diversicolor F. Muell. seedlings ,2004 Search,0.110348057,0.333333333,NA,60,6,NA,67,6,NA,myrtaceae,eucalyptus_diversicolor,eucalyptus_diversicolor,laccaria,perennial,nonNwood,other,microbes_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,YES,I,-32.487092,119.683714,-34.241839,116.145594,NA,NA,NO,YES,YES
854,eucalyptus_diversicolor,laccaria,18,17,YES,117,867,Dunstan,Malajczuk,1998,Plant and Soil,Effects of  bacteria on mycorrhizal development and growth of container grown  Eucalyptus  diversicolor F. Muell. seedlings ,2004 Search,-0.024692613,0.333333333,NA,82,6,NA,80,6,NA,myrtaceae,eucalyptus_diversicolor,eucalyptus_diversicolor,laccaria,perennial,nonNwood,other,microbes_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,YES,I,-32.487092,119.683714,-34.241839,116.145594,NA,NA,NO,YES,YES
855,eucalyptus_diversicolor,laccaria,18,17,YES,117,874,Dunstan,Malajczuk,1998,Plant and Soil,Effects of  bacteria on mycorrhizal development and growth of container grown  Eucalyptus  diversicolor F. Muell. seedlings ,2004 Search,-0.121889818,0.333333333,NA,61,6,NA,54,6,NA,myrtaceae,eucalyptus_diversicolor,eucalyptus_diversicolor,laccaria,perennial,nonNwood,other,microbes_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,YES,I,-32.487092,119.683714,43.804133,-120.5542,NA,NA,NO,YES,YES
856,eucalyptus_diversicolor,laccaria,18,17,YES,117,874,Dunstan,Malajczuk,1998,Plant and Soil,Effects of  bacteria on mycorrhizal development and growth of container grown  Eucalyptus  diversicolor F. Muell. seedlings ,2004 Search,-0.140581951,0.333333333,NA,61,6,NA,53,6,NA,myrtaceae,eucalyptus_diversicolor,eucalyptus_diversicolor,laccaria,perennial,nonNwood,other,microbes_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,YES,I,-32.487092,119.683714,-34.241839,116.145594,NA,NA,NO,YES,YES
